Lat	Lon
	
	
	
40.019735	-75.110473
39.994063	-75.127521
39.995746	-75.095575
	
39.982137	-75.253314
	
40.041782	-75.158722
39.95372	-75.209221
	
40.054708	-75.138979
40.072893	-75.033667
40.006611	-75.213489
39.976919	-75.230896
	
	
	
	
40.009621	-75.098287
	
	
	
	
	
	
39.979257	-75.136862
40.0266	-75.174113
40.095961	-75.016927
	
39.938186	-75.162819
39.967199	-75.14719
40.048431	-75.15079
	
40.061516	-75.14145
	
40.008583	-75.163035
	
	
	
	
40.039082	-75.144752
40.063102	-75.055025
	
	
39.976724	-75.136686
39.995975	-75.119659
39.949052	-75.162156
	
39.947278	-75.166719
40.043738	-75.136649
	
	
	
	
40.003712	-75.103621
	
	
39.95493	-75.152112
40.040439	-75.042197
40.038658	-75.078251
	
39.936135	-75.231609
40.069287	-75.151203
39.97188	-75.175049
	
39.926242	-75.166132
	
	
39.926935	-75.156751
39.918123	-75.153983
39.959914	-75.205347
	
39.934767	-75.195327
40.110552	-74.978146
	
	
40.017101	-75.087173
40.046313	-75.16199
	
	
40.026188	-75.091085
	
39.979324	-75.232393
	
39.965895	-75.189041
40.022262	-75.078245
	
39.995272	-75.239077
	
40.028961	-75.058383
	
39.944061	-75.175561
40.044531	-75.144653
39.965761	-75.246149
	
	
40.02142	-75.049175
40.010947	-75.166645
40.004045	-75.126049
	
	
	
	
	
39.931562	-75.186813
39.958701	-75.227281
	
	
39.970119	-75.228566
	
39.987836	-75.124361
	
	
	
	
40.074305	-75.241324
	
	
39.951887	-75.159942
	
39.947544	-75.159463
	
40.044829	-75.231031
39.950511	-75.164149
40.077021	-75.071619
40.006447	-75.142118
40.054166	-75.054475
40.009706	-75.092643
	
39.916447	-75.158047
39.951586	-75.156776
	
	
	
	
	
	
	
39.924864	-75.226475
39.978062	-75.273929
40.000669	-75.11466
39.947278	-75.166719
39.97042	-75.245206
39.91548	-75.167687
40.006613	-75.213599
39.985269	-75.111221
39.919521	-75.15943
39.923096	-75.169838
	
39.919146	-75.148951
	
	
	
	
	
	
	
	
	
39.96292	-75.137237
	
	
40.086521	-74.959433
	
	
	
	
	
	
	
	
	
	
	
	
	
39.988028	-75.103159
39.92412	-75.190845
39.972053	-75.130196
40.029732	-75.232872
39.925047	-75.16943
39.918538	-75.185227
39.953578	-75.156861
40.063835	-75.008263
40.064266	-75.05044
39.936143	-75.147201
39.938354	-75.153235
39.947999	-75.205656
39.932434	-75.224657
40.042396	-75.197208
39.953618	-75.165066
39.963825	-75.230468
40.038076	-75.049474
40.023183	-75.124207
40.024675	-75.16645
39.948958	-75.154466
39.942767	-75.157933
40.063034	-75.086551
	
40.021341	-75.070286
39.972033	-75.125309
39.952073	-75.161485
39.980505	-75.251077
39.91651	-75.245828
39.99725	-75.108173
40.009609	-75.151117
40.02386	-75.065223
39.91441	-75.236068
40.02444	-75.212018
40.028355	-75.206453
	
40.036409	-75.130559
40.052989	-75.238902
39.99872	-75.147119
39.955615	-75.202333
39.963	-75.236371
39.998314	-75.164244
40.000302	-75.118682
	
39.921758	-75.187017
	
	
39.927696	-75.229991
39.952344	-75.146867
	
39.962839	-75.16137
	
	
39.917757	-75.179378
	
39.990925	-75.101642
39.989868	-75.103866
	
	
39.997293	-75.089345
40.013052	-75.107835
39.952073	-75.161485
40.060669	-75.254208
	
	
40.02849	-75.099584
	
40.022693	-75.215754
	
	
	
	
39.916469	-75.169285
	
	
	
	
39.948425	-75.166193
	
39.936453	-75.148702
	
	
	
	
	
40.055422	-75.158171
	
40.017907	-75.051382
39.957895	-75.208081
	
40.019479	-75.081259
39.95372	-75.209221
	
	
	
	
	
	
	
	
	
39.94871	-75.162251
	
	
	
	
40.066121	-74.988253
	
39.935338	-75.150521
	
	
39.968037	-75.176075
39.938019	-75.191826
	
39.955318	-75.200022
39.939692	-75.222986
	
39.952073	-75.161485
39.965515	-75.210884
39.931543	-75.175819
39.994955	-75.110449
	
40.003241	-75.165939
	
	
40.078197	-75.175514
	
39.998622	-75.117107
40.045425	-75.164835
	
40.092822	-75.044296
	
	
	
	
	
39.988525	-75.130781
	
39.955047	-75.238731
40.059268	-75.141943
39.994991	-75.12087
39.998687	-75.117324
39.995195	-75.179534
	
40.029182	-75.068171
	
	
	
	
39.991117	-75.124576
	
	
	
	
	
40.000825	-75.118637
	
40.029472	-75.218683
	
40.022232	-75.057842
	
39.984456	-75.133896
40.001574	-75.145457
39.952015	-75.160371
	
	
	
40.039594	-75.032998
40.027145	-75.141786
40.028681	-75.16562
	
	
40.024643	-75.08686
40.080703	-74.982917
40.003947	-75.124197
40.032544	-75.106373
40.023889	-75.11598
	
39.968285	-75.2181
	
	
	
	
	
	
	
40.011181	-75.09995
39.926118	-75.234891
	
	
39.999312	-75.153381
39.946928	-75.163975
39.935004	-75.184213
39.966605	-75.220435
39.970543	-75.1502
	
39.995375	-75.116216
	
	
	
	
	
	
	
39.934481	-75.196905
	
	
39.956878	-75.149094
	
	
39.998355	-75.112809
	
	
	
39.966084	-75.133281
	
	
39.876325	-75.252199
39.96153	-75.224573
39.992742	-75.12648
	
40.057174	-75.130816
39.995583	-75.167531
	
	
39.883852	-75.230706
	
	
39.960946	-75.23289
	
	
40.032094	-75.131514
	
	
	
39.96683	-75.241774
39.963117	-75.142447
	
	
39.946864	-75.144413
	
	
39.946499	-75.16047
	
39.933598	-75.192856
39.999836	-75.166592
	
	
	
40.055435	-75.232442
40.055047	-75.235867
39.965818	-75.233943
39.986069	-75.161285
40.030698	-75.2277
39.94968	-75.16193
	
39.973779	-75.23023
	
39.952945	-75.159664
	
39.960024	-75.224809
	
39.986633	-75.232079
	
	
39.997975	-75.121229
	
	
	
	
39.992124	-75.099342
	
39.959301	-75.209349
	
	
	
	
40.030737	-75.212078
40.078222	-75.02419
39.925108	-75.235094
39.938405	-75.151004
39.935305	-75.165143
39.960091	-75.225167
40.005893	-75.096742
39.952622	-75.156544
39.998948	-75.103668
40.024714	-75.130675
39.94119	-75.168898
39.925507	-75.178752
39.936183	-75.190003
	
	
	
39.918624	-75.185282
40.076362	-75.081902
39.952073	-75.161485
	
39.923533	-75.184954
	
	
40.028249	-75.109995
	
39.9513	-75.15455
39.952073	-75.161485
39.951299	-75.155218
40.046868	-75.058382
	
	
39.944767	-75.151262
40.046868	-75.058382
39.933434	-75.162178
	
	
	
	
39.942563	-75.145559
	
	
	
39.921109	-75.173726
39.940989	-75.175953
	
40.009954	-75.082612
	
	
40.032054	-75.209588
39.941603	-75.218151
	
40.054384	-75.07421
39.955202	-75.183148
	
40.076346	-75.067661
39.949974	-75.168942
39.964175	-75.201794
	
39.919224	-75.166424
	
39.941129	-75.144865
	
39.979392	-75.225363
40.059765	-75.06092
	
	
	
40.064568	-75.085117
40.033125	-75.170688
	
39.955787	-75.166229
	
	
39.948448	-75.166244
40.028345	-75.058202
	
39.932785	-75.191345
40.046868	-75.058382
40.051479	-75.008971
	
39.962241	-75.19953
	
	
	
39.948087	-75.21403
40.085806	-75.035225
	
40.06094	-75.192302
	
40.015683	-75.089552
40.078026	-74.984961
	
39.964572	-75.204535
	
40.092901	-75.064736
	
	
40.018321	-75.081399
40.001155	-75.117134
40.011086	-75.164415
40.123892	-74.994814
	
40.037505	-75.17126
40.05167	-75.174988
	
40.002392	-75.204888
40.035495	-75.170439
40.033174	-75.164837
40.008482	-75.210828
40.032254	-75.064419
	
39.962916	-75.141004
	
	
	
39.975037	-75.222712
	
	
	
	
40.030204	-75.17614
	
	
40.001164	-75.120434
	
	
	
40.039839	-75.109053
	
39.937276	-75.176675
40.023967	-75.121803
39.993817	-75.122623
40.006617	-75.13709
	
	
	
40.025391	-75.145421
40.091919	-75.026353
39.955911	-75.192229
39.951576	-75.157484
39.953222	-75.202835
39.964846	-75.190217
40.011704	-75.084899
40.006747	-75.131542
	
40.01501	-75.068195
	
39.954261	-75.23247
39.991005	-75.101506
	
	
	
	
39.974771	-75.173714
	
	
	
39.992789	-75.122108
39.962692	-75.24532
39.950229	-75.171017
	
	
40.00192	-75.126621
40.017787	-75.154351
	
40.010977	-75.095886
	
39.969429	-75.139304
	
39.928879	-75.156398
40.032554	-75.045738
40.004737	-75.152174
39.996239	-75.123603
39.963201	-75.241828
39.977737	-75.127788
	
40.056017	-75.149455
	
	
40.031389	-75.103187
39.983731	-75.176783
40.001566	-75.110231
	
	
39.876671	-75.242175
39.984693	-75.127042
	
39.9608	-75.224767
40.004045	-75.126049
	
40.037375	-75.174821
	
40.007845	-75.142877
39.993884	-75.12011
	
	
40.033377	-75.131226
	
40.032506	-75.147794
	
39.986423	-75.097423
	
39.94198	-75.17078
	
	
40.023094	-75.076588
	
39.9813	-75.121372
	
39.987581	-75.112653
39.985705	-75.132061
	
39.990506	-75.161825
39.992261	-75.109575
	
39.978263	-75.118842
40.032029	-75.13153
	
40.073612	-74.983298
	
39.94007	-75.166412
40.04654	-75.172955
	
	
	
	
	
	
	
	
	
	
	
40.040552	-75.124211
	
	
	
	
	
	
	
	
40.046108	-75.061601
40.049107	-75.062388
39.92701	-75.17186
39.927245	-75.18366
	
	
	
39.931468	-75.166543
39.923506	-75.143638
40.053719	-75.178333
39.969406	-75.185208
39.95372	-75.209221
40.041647	-75.073121
40.034022	-75.055799
40.062195	-75.170067
40.062064	-75.063304
40.026345	-75.064564
39.948358	-75.238929
39.99904	-75.119015
40.008413	-75.104661
39.992025	-75.139964
39.989868	-75.103866
39.927924	-75.171283
39.95921	-75.165499
39.920288	-75.178018
39.929027	-75.151906
40.045561	-75.088356
	
40.043897	-75.073202
	
	
	
40.045524	-75.088237
40.064478	-74.999009
	
40.039123	-75.110053
39.921923	-75.186977
	
	
40.04609	-75.105748
	
40.07765	-75.086376
39.918538	-75.185227
40.034106	-75.176498
40.03539	-75.049671
	
39.967866	-75.154733
	
40.052554	-75.090609
40.026935	-75.227231
39.958053	-75.148874
39.947972	-75.166352
39.949996	-75.169187
	
	
39.961958	-75.141097
	
	
	
	
	
40.058485	-75.158143
39.93024	-75.151022
39.946366	-75.237615
40.124033	-75.015253
	
40.071534	-75.032344
	
	
	
	
	
	
39.922154	-75.23033
	
	
	
	
39.950817	-75.156921
	
	
40.01983	-75.079612
	
40.026069	-75.058641
39.99685	-75.15403
	
	
	
	
	
	
	
	
	
40.010553	-75.112543
	
	
	
40.113174	-75.030229
	
40.043021	-75.044784
40.056622	-75.15694
40.10432	-75.031806
	
	
39.974865	-75.235031
	
39.934487	-75.14556
	
39.998493	-75.07125
	
40.047841	-75.059935
40.056884	-75.174001
40.005172	-75.217957
39.979168	-75.271407
	
	
40.079135	-75.036716
40.073928	-75.077664
39.986005	-75.161739
	
39.954074	-75.201869
	
	
39.941922	-75.145332
40.029914	-75.051578
39.951412	-75.190506
	
	
40.00206	-75.132653
	
	
39.96201	-75.2407
	
	
39.990371	-75.102686
39.969389	-75.135997
39.949826	-75.158664
	
39.995824	-75.137408
40.032143	-75.232047
39.923506	-75.143638
39.902591	-75.239919
39.989538	-75.157145
39.976075	-75.124503
39.883852	-75.230706
	
39.989807	-75.103806
	
40.038066	-75.222793
40.024219	-75.121744
	
	
39.99538	-75.171007
39.990264	-75.186652
39.938997	-75.159407
39.954529	-75.144782
	
	
39.939026	-75.161049
40.080498	-75.036833
39.961241	-75.234798
	
40.118091	-75.021822
40.013086	-75.119318
39.950993	-75.152043
	
	
39.940684	-75.145718
39.962396	-75.143137
39.947804	-75.161562
	
40.008282	-75.194635
39.925644	-75.227332
	
40.005562	-75.105387
40.041784	-75.144484
40.002572	-75.152754
	
40.031337	-75.167507
	
	
	
39.883535	-75.232338
	
	
39.946335	-75.159483
	
39.953009	-75.222216
40.035243	-75.088174
39.967654	-75.168468
39.952825	-75.158896
	
39.942367	-75.155508
39.998246	-75.103737
	
39.877344	-75.24787
	
	
40.08067	-74.984654
39.957985	-75.243598
	
	
39.95183	-75.171974
	
40.07363	-75.077022
	
	
	
	
	
40.085077	-75.073322
	
40.025738	-75.109796
	
40.042086	-75.168379
	
	
39.944675	-75.223733
	
	
39.921641	-75.224933
39.922409	-75.238758
39.940576	-75.229085
40.003926	-75.105619
	
	
40.09604	-74.976868
40.042511	-75.070509
	
39.955241	-75.213652
40.100737	-75.007959
	
39.914198	-75.238714
40.045477	-75.164834
	
	
40.058017	-75.195302
	
40.017852	-75.078535
39.937851	-75.149984
39.948385	-75.14439
	
	
40.059655	-75.235119
	
	
40.073979	-74.973731
	
	
	
	
40.035896	-75.086052
	
40.011019	-75.112316
	
39.984934	-75.158559
40.001833	-75.106181
40.108468	-75.051768
40.039484	-75.177726
39.979945	-75.127781
39.998922	-75.127242
39.922662	-75.15508
	
	
	
	
	
	
	
	
	
40.042075	-75.105683
	
	
	
	
40.052561	-75.180695
	
40.022889	-75.151526
	
	
39.952923	-75.151599
	
	
	
39.95796	-75.189048
	
	
40.040942	-75.099416
40.027567	-75.216663
39.883852	-75.230706
	
	
40.09287	-75.030309
	
	
39.95169	-75.170851
	
39.95255	-75.165287
39.949928	-75.143798
	
	
39.92578	-75.182756
	
	
	
	
40.040161	-75.176902
	
40.061847	-75.05621
	
	
	
	
39.938065	-75.182019
	
39.929629	-75.185299
	
40.044287	-75.149879
40.104225	-75.020825
39.951374	-75.155198
40.060881	-75.171271
	
	
	
40.086513	-74.959431
	
	
	
	
39.957944	-75.221196
39.95314	-75.194351
	
39.954146	-75.211966
	
	
39.981016	-75.17574
	
39.949859	-75.177626
40.071791	-75.048839
	
39.894728	-75.229306
	
	
39.959978	-75.224918
	
40.031809	-75.105435
	
	
	
	
	
	
40.021334	-75.079396
	
39.98524	-75.128426
	
40.044475	-75.175549
40.074372	-75.160562
40.046523	-75.029809
	
40.078937	-74.966747
40.031253	-75.021674
40.075031	-74.986153
40.055096	-75.004388
40.087698	-74.959076
40.096028	-74.976784
40.062748	-75.02004
40.087104	-75.022166
	
40.054823	-74.984225
	
40.063173	-74.996804
40.079038	-75.02544
39.929872	-75.161412
40.011086	-75.164415
39.900717	-75.229902
40.012714	-75.153815
39.996873	-75.17381
40.024991	-75.169281
39.907406	-75.227832
40.002069	-75.156171
40.025192	-75.183018
39.939226	-75.162591
40.00531	-75.163422
40.014628	-75.156656
	
40.025743	-75.181686
40.009664	-75.154135
40.007701	-75.151655
	
40.004467	-75.184698
39.996791	-75.153987
	
39.960464	-75.138911
	
	
	
39.973793	-75.118694
40.038936	-75.171609
39.970432	-75.146568
	
39.952542	-75.165286
40.032661	-75.148682
	
	
	
	
	
	
39.914644	-75.234869
	
	
	
	
	
	
	
	
	
	
39.99214	-75.140211
	
	
	
	
39.981973	-75.14444
	
	
40.0095	-75.194344
	
39.939536	-75.217632
	
	
39.992454	-75.124402
	
39.955018	-75.167992
40.058554	-75.136501
	
	
	
	
40.028957	-75.056977
40.017408	-75.081204
	
	
40.054603	-75.188752
	
	
	
	
40.073839	-75.194281
	
	
	
40.05167	-75.174988
	
40.046049	-75.156508
	
	
40.044699	-75.13632
	
39.999214	-75.110636
39.971818	-75.125909
	
	
	
40.028265	-75.088214
	
	
	
	
	
	
	
	
	
	
	
40.021372	-75.125907
39.983519	-75.119186
39.949904	-75.143766
	
39.960464	-75.138911
39.925361	-75.177699
39.954481	-75.163258
39.912695	-75.173431
	
39.956813	-75.157146
	
40.058371	-75.078433
39.946864	-75.163452
40.049908	-75.058137
	
40.054803	-75.082716
	
40.033061	-75.08774
40.056034	-75.067538
	
	
39.904728	-75.168675
	
40.028355	-75.206453
40.030704	-75.104215
39.947904	-75.162403
	
	
	
	
39.975205	-75.153127
	
39.967898	-75.160216
	
39.94553	-75.164951
	
	
39.942046	-75.152868
	
39.941135	-75.147727
39.951374	-75.155198
	
	
	
	
	
	
	
40.103093	-74.974878
	
39.953891	-75.163143
39.948756	-75.14406
	
	
	
39.970126	-75.149994
	
40.023941	-75.06282
39.925898	-75.152631
	
	
39.993148	-75.154717
	
39.984371	-75.16266
	
	
	
	
39.957453	-75.197684
	
39.953145	-75.170067
	
40.034381	-75.076339
	
	
	
	
	
	
39.954261	-75.23247
39.934025	-75.195486
40.009675	-75.105813
39.952192	-75.206969
39.952073	-75.161485
	
	
40.045212	-75.176081
40.03653	-75.053397
40.044304	-75.150487
	
	
39.998107	-75.125428
	
40.022416	-75.078182
39.941922	-75.145332
40.02416	-75.087816
40.040161	-75.176902
	
	
40.039574	-75.129769
	
40.100978	-74.983819
	
	
39.950012	-75.169248
	
	
	
	
	
39.952141	-75.242874
39.986762	-75.114431
39.988185	-75.117562
	
40.019294	-75.115288
40.068649	-75.087071
39.927858	-75.174051
	
	
	
	
39.918538	-75.185227
39.927682	-75.180158
	
	
39.917309	-75.154504
40.111568	-74.972094
	
	
	
	
39.963931	-75.161138
39.951835	-75.167128
	
	
39.946835	-75.164948
	
	
	
	
	
	
40.036102	-75.081772
	
	
	
39.9488	-75.145116
	
	
	
	
39.947278	-75.166719
	
	
	
40.063243	-75.238669
39.9513	-75.15455
	
	
39.963233	-75.225691
	
	
	
	
39.948381	-75.14414
	
	
	
	
40.085961	-75.031549
	
39.951079	-75.165613
39.995272	-75.239077
40.063544	-75.047449
39.979735	-75.176892
39.991692	-75.137324
39.978286	-75.268092
40.044233	-75.125436
39.993836	-75.140735
39.939363	-75.215331
39.950131	-75.157647
39.965145	-75.209357
40.030092	-75.090199
39.904459	-75.166591
39.951377	-75.155228
39.952586	-75.16523
39.95255	-75.165287
39.970155	-75.179743
	
	
	
	
	
40.037665	-75.179171
	
40.043684	-75.144486
40.047198	-75.128152
	
40.034279	-75.222075
	
	
40.049289	-75.063956
40.020063	-75.042893
39.950131	-75.145581
	
	
	
	
	
	
40.040957	-75.079006
	
	
39.944166	-75.238835
	
	
	
40.041137	-75.037097
	
40.007342	-75.099504
40.08511	-74.988144
	
	
	
39.965311	-75.167322
39.919059	-75.187357
40.017497	-75.201648
39.961443	-75.148237
39.952622	-75.156544
39.914621	-75.155024
	
	
	
	
	
	
	
	
39.995493	-75.136463
	
	
	
	
	
	
	
	
	
39.922799	-75.172271
40.061941	-75.028065
	
40.001741	-75.173876
	
39.948157	-75.159947
39.920621	-75.230791
39.932099	-75.229976
	
	
	
	
39.969329	-75.146685
	
	
	
40.043	-75.051868
40.037441	-75.042105
40.090849	-75.055635
40.042116	-75.180058
40.029791	-75.139701
	
	
	
40.038458	-75.073813
	
	
	
	
	
40.029412	-75.062829
	
39.990127	-75.149874
39.999095	-75.230899
	
40.063605	-75.160472
	
	
	
39.947411	-75.174439
39.9608	-75.224767
	
	
	
39.947061	-75.221014
	
	
	
39.969241	-75.18149
39.966376	-75.216719
	
	
40.014849	-75.08554
	
40.066874	-75.018333
	
39.949596	-75.15334
39.9507	-75.150434
39.997463	-75.121221
	
	
39.948037	-75.141485
40.017409	-75.064259
	
39.933214	-75.180117
	
	
39.953296	-75.183698
39.996771	-75.115393
39.954642	-75.235443
	
	
39.947879	-75.249511
39.980798	-75.240989
39.972768	-75.23302
	
39.990513	-75.249212
	
	
	
	
39.991692	-75.137324
39.982383	-75.16207
39.949238	-75.162981
39.956759	-75.232981
39.91798	-75.180902
	
	
39.95647	-75.209268
	
	
39.962963	-75.189973
39.958328	-75.164023
40.035317	-75.121299
40.02517	-75.109861
39.933042	-75.182282
40.03014	-75.141241
	
40.065833	-75.19421
39.952825	-75.158896
	
	
40.000497	-75.119092
	
	
	
	
	
40.060363	-75.140126
40.001791	-75.118312
	
40.022021	-75.147125
39.918786	-75.18672
	
	
39.945586	-75.181325
	
39.977544	-75.159903
	
	
	
39.999545	-75.127019
	
	
40.06384	-75.14716
40.018676	-75.084117
	
	
	
	
	
	
	
39.945361	-75.178889
39.934515	-75.199238
39.921424	-75.187095
	
	
40.065384	-75.173876
39.958691	-75.227196
	
	
40.019861	-75.050691
40.022319	-75.078181
39.957634	-75.244762
39.952651	-75.24479
	
	
	
39.973594	-75.251722
	
	
	
	
39.924587	-75.234862
	
	
	
	
	
39.999759	-75.219584
	
	
	
40.060237	-75.053202
	
	
	
40.022455	-75.044922
39.96853	-75.153084
40.061069	-75.190036
40.029852	-75.065697
39.971137	-75.156492
39.952058	-75.160656
	
39.928238	-75.179849
	
39.934534	-75.160031
	
	
	
	
39.940134	-75.23352
39.956597	-75.165236
	
	
39.987026	-75.159351
	
39.916225	-75.231579
	
	
40.01304	-75.080864
	
	
	
	
	
39.917169	-75.163376
39.967241	-75.204202
39.951973	-75.190221
39.956556	-75.209958
	
39.966634	-75.240547
39.95571	-75.244152
39.952708	-75.23617
39.996686	-75.150868
39.941076	-75.168573
39.964195	-75.230086
39.975813	-75.232542
	
40.001866	-75.224995
	
40.007031	-75.080876
39.956036	-75.176522
39.983433	-75.228332
	
39.985951	-75.171378
40.004487	-75.093354
	
	
39.986705	-75.162653
39.997541	-75.121315
	
	
	
39.987639	-75.178784
	
40.031202	-75.120294
	
	
40.008912	-75.106555
40.03887	-75.143605
	
	
	
39.983264	-75.13314
39.952622	-75.190897
	
39.878635	-75.239886
	
40.042753	-75.155332
	
	
39.999408	-75.122916
40.005237	-75.148715
	
	
	
	
40.03437	-75.092304
40.047657	-75.059678
40.037446	-75.173969
40.047461	-75.059355
	
	
	
	
	
39.988017	-75.129595
39.984589	-75.126971
	
	
39.978991	-75.162827
	
	
39.995197	-75.177261
39.993524	-75.185287
	
	
39.951184	-75.153624
39.986293	-75.156278
	
39.952335	-75.154889
39.948134	-75.154906
39.951519	-75.156927
40.100167	-75.021859
40.071213	-75.069569
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
40.039368	-75.175832
39.942817	-75.150596
39.942199	-75.168671
39.970532	-75.126065
39.995883	-75.119679
39.967321	-75.17585
40.015344	-75.081129
39.876671	-75.242175
39.961341	-75.22465
39.96578	-75.241937
39.959444	-75.24588
39.990343	-75.090676
40.023103	-75.074898
	
39.929731	-75.181946
	
39.952729	-75.158137
40.063034	-75.086551
	
